Athlete_ID,Country,Year,Sport,Event,Gender,Age,Height_cm,Weight_kg,Experience_Years,Previous_Medals,World_Rank,Coach_Rating,Injury_History,Medal,Medal_Count
39572,Russia,2006,Swimming,Road Race,Male,31,178,83,1,3,166,7.3,No,Silver,1
39573,Italy,2000,Swimming,Rifle,Female,25,184,77,6,1,66,6.6,No,Silver,1
39574,France,2023,Athletics,Single Sculls,Female,27,150,69,4,0,159,8.7,No,Gold,2
39575,Australia,2017,Gymnastics,200m,Female,29,174,80,4,2,72,6.9,Yes,Bronze,1
39576,India,2016,Cycling,Relay,Female,19,168,67,2,1,117,8.4,No,Silver,1
39577,UK,2015,Rowing,Freestyle,Male,21,153,84,13,0,19,5.8,Yes,Silver,2
39578,Brazil,2001,Athletics,Vault,Male,21,172,83,14,2,6,7.7,No,Gold,1
39579,USA,2008,Athletics,Floor Exercise,Male,25,174,70,9,0,180,9.4,No,Silver,1
39580,Canada,2002,Athletics,Freestyle,Male,27,175,65,8,2,101,6.4,No,Silver,1
39581,China,2006,Boxing,Relay,Male,28,192,73,8,1,153,8.2,Yes,Bronze,3
39582,China,2021,Cycling,Butterfly,Male,26,167,56,12,0,121,6.8,No,Bronze,1
39583,China,2005,Athletics,Rifle,Male,27,173,50,8,1,55,9.9,Yes,Gold,1
39584,USA,2007,Rowing,Road Race,Female,26,160,93,7,3,56,8.7,No,Bronze,1
39585,Brazil,2002,Wrestling,Vault,Male,16,167,45,14,0,80,5.6,No,Bronze,4
39586,France,2003,Swimming,Heavyweight,Female,28,172,70,2,0,109,7.4,Yes,Bronze,1
39587,UK,2010,Boxing,Rifle,Male,19,165,64,3,0,126,8.6,No,Bronze,3
39588,Australia,2010,Boxing,100m,Male,27,155,58,5,0,63,5.7,Yes,Bronze,2
39589,Germany,2020,Cycling,Single Sculls,Male,27,165,83,3,1,74,6.9,No,Bronze,1
39590,Canada,2004,Shooting,Single Sculls,Male,29,164,72,2,3,102,8.6,No,Silver,1
39591,France,2021,Athletics,Butterfly,Female,22,181,105,1,1,92,9.9,No,Bronze,1
39592,China,2014,Wrestling,Freestyle,Female,26,176,84,4,3,138,9.9,Yes,Bronze,2
39593,Japan,2012,Rowing,Freestyle,Male,23,185,82,2,1,24,7.6,No,Bronze,1
39594,Russia,2009,Shooting,Relay,Female,27,182,82,14,1,76,7.2,No,Silver,1
39595,Brazil,2014,Gymnastics,Butterfly,Female,22,181,61,15,0,120,8.5,No,Silver,1
39596,Russia,2004,Boxing,Butterfly,Male,27,195,70,8,1,137,6.1,No,Gold,1
39597,Italy,2000,Swimming,Relay,Male,22,186,82,9,1,43,8.2,No,Bronze,2
39598,France,2003,Cycling,Road Race,Female,34,174,90,9,1,175,7.8,Yes,Silver,2
39599,Germany,2004,Gymnastics,Freestyle,Female,29,175,87,10,0,166,9.2,No,Silver,1
39600,Italy,2012,Shooting,Freestyle,Male,27,173,66,8,0,103,8.4,No,Gold,2
39601,India,2020,Wrestling,Heavyweight,Male,22,167,69,2,1,174,6.1,No,Gold,1
39602,India,2002,Athletics,Floor Exercise,Male,24,181,62,14,2,25,9.6,No,Silver,1
39603,Canada,2022,Rowing,Butterfly,Male,23,154,80,7,3,191,5.9,No,Silver,2
39604,USA,2020,Swimming,Freestyle,Male,26,158,65,11,1,12,8.3,No,Gold,1
39605,India,2005,Athletics,Floor Exercise,Male,25,174,59,15,2,168,7.3,No,Gold,3
39606,Germany,2010,Shooting,Floor Exercise,Male,22,176,71,13,1,102,9.7,No,Bronze,1
39607,Japan,2024,Boxing,Road Race,Female,26,179,108,8,2,22,8.2,No,Bronze,1
39608,Brazil,2007,Cycling,Floor Exercise,Male,23,168,64,12,0,113,5.2,No,Silver,1
39609,Brazil,2020,Athletics,Single Sculls,Male,20,162,51,7,1,89,5.8,No,Silver,1
39610,UK,2019,Wrestling,Butterfly,Female,20,168,72,8,2,29,9,No,Gold,1
39611,UK,2000,Wrestling,Vault,Male,18,152,63,14,4,4,9,No,Silver,1
39612,Australia,2020,Rowing,Road Race,Male,21,170,58,2,0,35,5.6,No,Gold,2
39613,Japan,2019,Cycling,Road Race,Male,17,183,60,5,0,187,10,No,Bronze,2
39614,China,2003,Athletics,Freestyle,Female,20,169,88,6,1,75,7.9,No,Silver,1
39615,Australia,2014,Swimming,Butterfly,Male,29,183,74,9,1,50,6.9,No,Bronze,1
39616,Australia,2023,Athletics,Road Race,Male,29,184,72,10,0,92,5.7,Yes,Bronze,1
39617,China,2010,Gymnastics,Freestyle,Male,25,182,80,4,0,117,5.3,No,Silver,2
39618,France,2001,Swimming,Road Race,Male,23,176,55,10,1,193,6.3,No,Bronze,1
39619,Germany,2014,Athletics,Relay,Female,25,183,101,6,0,154,7.1,No,Bronze,3
39620,China,2023,Gymnastics,Heavyweight,Male,28,185,74,8,0,136,6.2,No,Gold,1
39621,Russia,2014,Swimming,Freestyle,Male,25,168,78,10,1,21,8.6,No,Gold,1
39622,China,2008,Athletics,Road Race,Male,27,182,68,12,3,109,8.3,No,Bronze,1
39623,China,2016,Shooting,200m,Male,21,170,93,7,2,100,6.7,Yes,Bronze,1
39624,France,2018,Swimming,Road Race,Male,29,188,54,13,0,121,5.3,No,Bronze,1
39625,Italy,2014,Cycling,Heavyweight,Female,22,153,76,1,0,198,5.3,No,Gold,1
39626,China,2009,Athletics,Road Race,Male,20,172,80,10,2,40,7.6,No,Gold,1
39627,Italy,2016,Athletics,Heavyweight,Male,24,199,60,5,0,149,5.3,No,Bronze,1
39628,China,2012,Wrestling,Vault,Male,18,187,76,12,2,195,7.9,No,Gold,2
39629,USA,2001,Swimming,Floor Exercise,Male,29,176,74,1,1,123,8.1,No,Silver,1
39630,USA,2013,Cycling,200m,Female,31,166,77,15,4,11,8.3,No,Silver,1
39631,China,2020,Shooting,100m,Female,21,173,52,14,1,46,8.2,No,Silver,1
39632,Japan,2011,Shooting,Rifle,Male,23,171,64,8,0,132,7.7,No,Bronze,1
39633,Italy,2008,Cycling,Road Race,Male,22,169,73,12,2,198,7.6,No,Gold,4
39634,China,2015,Cycling,Freestyle,Male,24,175,68,12,0,126,7.9,No,Silver,2
39635,India,2003,Athletics,Freestyle,Male,26,153,58,2,0,38,6,Yes,Bronze,1
39636,Australia,2021,Wrestling,Vault,Male,25,187,68,15,0,173,9.3,No,Bronze,1
39637,India,2020,Athletics,Vault,Male,20,175,68,15,1,58,9.7,No,Silver,1
39638,Russia,2022,Cycling,Rifle,Female,21,176,58,10,2,75,9.3,No,Gold,1
39639,Japan,2007,Boxing,Freestyle,Male,22,188,78,6,2,124,7.2,No,Bronze,2
39640,China,2007,Athletics,Rifle,Male,25,171,58,12,0,181,6.4,No,Gold,1
39641,Australia,2003,Gymnastics,100m,Male,22,183,91,2,0,18,8.7,No,Gold,1
39642,USA,2014,Wrestling,Freestyle,Female,18,177,75,14,0,184,8,No,Gold,1
39643,India,2009,Swimming,100m,Male,26,187,58,13,0,53,7,Yes,Silver,2
39644,India,2017,Rowing,Relay,Female,22,177,65,5,0,103,8.6,No,Silver,1
39645,Japan,2017,Cycling,Vault,Male,26,163,54,14,1,98,6.9,No,Silver,4
39646,Russia,2015,Athletics,Single Sculls,Female,26,177,90,7,1,118,6.3,No,Bronze,1
39647,Japan,2014,Athletics,Freestyle,Male,26,178,65,13,1,139,6.8,No,Silver,1
39648,Germany,2014,Swimming,Single Sculls,Female,18,163,50,13,0,19,6.3,No,Gold,1
39649,Germany,2006,Shooting,Single Sculls,Male,27,165,70,14,0,85,6.6,No,Gold,1
39650,India,2006,Wrestling,100m,Female,25,176,71,1,0,49,9.4,Yes,Silver,1
39651,Italy,2011,Cycling,100m,Male,25,172,69,6,1,51,8.4,Yes,Gold,1
39652,Brazil,2000,Cycling,200m,Female,22,165,68,2,0,115,6.2,No,Bronze,1
39653,Germany,2002,Wrestling,Butterfly,Male,21,177,84,15,0,70,7,No,Silver,1
39654,USA,2020,Cycling,Relay,Male,26,151,75,1,3,1,6,No,Bronze,1
39655,UK,2016,Gymnastics,Freestyle,Male,24,165,84,5,0,21,7.8,No,Bronze,3
39656,China,2022,Swimming,Road Race,Male,23,198,73,11,1,50,6.8,Yes,Bronze,1
39657,UK,2011,Shooting,Single Sculls,Female,21,173,60,3,2,7,7.5,No,Gold,4
39658,China,2016,Boxing,Heavyweight,Male,22,166,66,11,1,91,6.3,No,Silver,1
39659,Australia,2002,Swimming,200m,Female,21,165,66,1,0,112,5.7,No,Bronze,4
39660,USA,2022,Swimming,200m,Female,26,188,57,9,2,74,8.2,No,Silver,1
39661,Brazil,2001,Gymnastics,200m,Male,34,170,89,7,0,70,9.2,No,Bronze,3
39662,China,2002,Swimming,Freestyle,Female,30,182,77,10,2,137,6.3,No,Bronze,1
39663,Russia,2010,Swimming,200m,Male,25,177,84,3,2,185,9.7,No,Silver,1
39664,Italy,2018,Boxing,Road Race,Male,24,169,72,11,0,195,8.8,No,Silver,1
39665,China,2019,Athletics,Freestyle,Male,24,172,63,4,0,73,9.5,No,Silver,1
39666,Italy,2010,Athletics,Heavyweight,Male,30,172,69,14,0,111,7,No,Silver,3
39667,Japan,2021,Shooting,Butterfly,Male,27,171,59,10,0,20,5.4,No,Gold,2
39668,Brazil,2016,Athletics,Floor Exercise,Male,24,194,51,11,0,113,5.6,No,Silver,1
39669,Brazil,2011,Athletics,Butterfly,Female,16,159,71,1,2,135,7.3,No,Silver,1
39670,China,2004,Rowing,Heavyweight,Male,30,162,47,6,0,149,6.5,No,Silver,1
39671,France,2006,Athletics,Freestyle,Female,23,181,64,7,0,2,6.4,No,Silver,1
39672,China,2022,Gymnastics,Relay,Female,27,177,86,11,2,136,9.8,No,Bronze,4
39673,China,2022,Shooting,Road Race,Male,28,186,65,11,0,79,6.7,Yes,Silver,1
39674,USA,2007,Cycling,Relay,Male,20,171,60,10,0,92,5.9,Yes,Bronze,1
39675,China,2011,Swimming,Rifle,Male,16,165,78,15,1,13,6.8,No,Bronze,3
39676,Russia,2001,Athletics,Road Race,Female,22,173,65,2,0,140,8.9,No,Bronze,1
39677,Japan,2006,Boxing,Floor Exercise,Male,24,190,90,7,0,13,5.5,No,Bronze,2
39678,Canada,2011,Gymnastics,Butterfly,Male,19,169,76,7,1,114,6.4,No,Bronze,2
39679,India,2010,Athletics,100m,Female,21,176,88,11,0,84,5.2,Yes,Silver,1
39680,Brazil,2010,Gymnastics,Road Race,Male,24,174,64,3,3,8,6,No,Silver,1
39681,USA,2023,Athletics,100m,Male,16,178,82,2,0,119,7.4,No,Gold,1
39682,USA,2020,Boxing,200m,Male,28,190,64,4,2,175,5.9,No,Gold,1
39683,Australia,2016,Rowing,200m,Male,27,180,77,11,1,21,6.3,No,Gold,1
39684,Italy,2022,Athletics,100m,Male,26,176,69,10,0,110,8.4,No,Silver,2
39685,Canada,2011,Cycling,Floor Exercise,Male,25,176,75,13,0,88,5.8,No,Bronze,2
39686,UK,2012,Rowing,Relay,Male,22,171,67,5,2,160,9.9,No,Gold,1
39687,China,2015,Swimming,100m,Male,21,179,56,15,0,169,6.1,No,Bronze,1
39688,USA,2001,Boxing,100m,Male,20,166,61,9,0,86,6.1,No,Bronze,1
39689,UK,2004,Rowing,Heavyweight,Male,28,161,75,1,2,117,8.2,No,Gold,1
39690,UK,2000,Boxing,Heavyweight,Male,26,178,78,14,2,71,7.2,No,Silver,2
39691,India,2005,Shooting,Butterfly,Female,22,163,74,3,1,64,10,No,Bronze,2
39692,Germany,2022,Rowing,Relay,Male,25,168,45,13,0,197,8.4,No,Silver,4
39693,Australia,2003,Shooting,Heavyweight,Female,20,158,65,1,0,36,8.8,No,Gold,2
39694,Australia,2007,Shooting,Floor Exercise,Male,23,175,89,3,0,163,5.7,No,Silver,1
39695,China,2009,Cycling,Freestyle,Female,27,156,76,9,1,81,6.3,No,Bronze,1
39696,Germany,2012,Gymnastics,Rifle,Female,18,174,69,11,1,82,5.4,No,Gold,1
39697,USA,2018,Gymnastics,Single Sculls,Female,22,190,70,2,1,12,9.6,No,Gold,1
39698,USA,2020,Athletics,Rifle,Male,25,164,87,11,2,18,6,No,Bronze,1
39699,Canada,2001,Swimming,Floor Exercise,Male,24,164,79,8,1,79,10,No,Bronze,2
39700,Australia,2024,Swimming,Butterfly,Male,20,178,83,9,2,114,7.7,No,Gold,1
39701,Canada,2022,Gymnastics,Butterfly,Female,22,191,55,10,1,189,7.4,No,Silver,1
39702,China,2022,Cycling,Freestyle,Male,17,184,84,6,0,200,7.6,No,Gold,1
39703,Italy,2005,Athletics,Butterfly,Male,22,160,69,1,1,167,7.9,No,Gold,1
39704,USA,2017,Boxing,Freestyle,Female,21,176,84,10,1,33,9.8,Yes,Silver,1
39705,France,2002,Shooting,Floor Exercise,Female,23,177,78,6,2,57,5.2,No,Bronze,1
39706,India,2007,Swimming,Single Sculls,Male,27,185,49,10,1,28,9.4,No,Bronze,1
39707,USA,2001,Swimming,Vault,Male,24,157,69,6,3,56,5.1,No,Bronze,1
39708,China,2005,Athletics,Butterfly,Male,23,191,62,10,2,34,7.9,No,Silver,4
39709,China,2001,Cycling,Freestyle,Female,23,177,74,4,0,147,9.8,No,Silver,2
39710,UK,2012,Boxing,200m,Male,26,182,70,12,0,20,7,No,Bronze,1
39711,Brazil,2001,Wrestling,Butterfly,Female,30,185,70,12,2,69,9.7,No,Bronze,1
39712,India,2014,Rowing,Relay,Female,24,177,75,9,3,51,8.3,No,Bronze,1
39713,Germany,2000,Cycling,Heavyweight,Male,27,174,76,9,1,200,6.6,No,Bronze,2
39714,Italy,2010,Athletics,Heavyweight,Male,25,179,67,3,0,97,8.7,No,Silver,3
39715,Russia,2019,Wrestling,Road Race,Male,23,190,66,15,1,115,5.1,No,Silver,1
39716,India,2001,Wrestling,Vault,Male,26,183,72,15,0,82,6.7,Yes,Bronze,1
39717,Brazil,2007,Wrestling,Floor Exercise,Male,27,177,67,3,0,181,10,Yes,Gold,4
39718,China,2003,Rowing,Butterfly,Male,26,174,60,3,0,75,9.9,No,Gold,1
39719,UK,2000,Athletics,Freestyle,Male,22,162,65,12,2,120,8.7,No,Bronze,1
39720,Canada,2000,Swimming,Relay,Male,22,173,74,15,1,17,8.5,No,Silver,1
39721,USA,2014,Swimming,Vault,Female,19,173,79,8,1,129,8.3,No,Silver,3
39722,Australia,2011,Cycling,Vault,Male,20,179,64,11,2,49,8.7,No,Bronze,3
39723,China,2005,Wrestling,Rifle,Male,28,167,58,4,0,2,5.3,No,Bronze,1
39724,China,2024,Swimming,Rifle,Male,17,168,81,11,0,117,7.8,No,Bronze,2
39725,China,2017,Rowing,Road Race,Male,23,175,73,4,1,72,7.8,No,Silver,1
39726,Brazil,2011,Wrestling,Freestyle,Male,28,187,70,14,2,193,7.5,No,Silver,1
39727,Italy,2010,Gymnastics,Single Sculls,Male,23,178,66,3,0,31,6.6,No,Bronze,1
39728,China,2004,Athletics,Freestyle,Male,34,179,79,7,0,166,7.7,No,Silver,2
39729,USA,2006,Gymnastics,Freestyle,Female,20,168,90,4,0,44,6.3,No,Bronze,1
39730,India,2020,Wrestling,Vault,Male,21,209,73,7,1,102,6.3,No,Bronze,1
39731,Germany,2004,Swimming,Road Race,Female,24,190,69,10,0,198,7.4,No,Bronze,1
39732,France,2010,Swimming,Single Sculls,Female,27,173,69,8,1,106,8,Yes,Bronze,1
39733,Brazil,2002,Athletics,Relay,Female,29,160,70,5,2,103,8.1,No,Gold,4
39734,Australia,2020,Shooting,Vault,Male,26,187,81,12,3,194,7.2,No,Gold,1
39735,Germany,2000,Shooting,Rifle,Male,22,197,88,9,0,87,5.7,No,Bronze,3
39736,USA,2008,Swimming,Heavyweight,Female,30,170,48,5,0,150,5.9,No,Silver,1
39737,USA,2016,Gymnastics,200m,Female,20,150,57,11,1,32,7.1,No,Gold,1
39738,Germany,2014,Athletics,Road Race,Female,27,175,56,4,1,170,5.1,No,Bronze,4
39739,UK,2014,Shooting,Vault,Male,20,181,69,10,2,65,5.5,No,Bronze,1
39740,France,2002,Shooting,Vault,Male,20,178,71,1,1,152,7.7,No,Bronze,1
39741,India,2007,Cycling,Vault,Male,24,176,45,10,1,70,6.3,Yes,Bronze,1
39742,USA,2016,Rowing,Freestyle,Female,32,155,65,10,0,109,6.4,Yes,Bronze,1
39743,Japan,2006,Wrestling,Single Sculls,Male,22,170,66,8,1,86,6.4,No,Bronze,1
39744,Brazil,2012,Swimming,200m,Male,29,183,45,1,1,104,8.3,No,Bronze,1
39745,Canada,2002,Swimming,Freestyle,Female,27,178,69,15,0,140,5.2,No,Bronze,1
39746,USA,2018,Shooting,200m,Male,21,174,89,8,0,192,6.7,No,Gold,1
39747,France,2004,Gymnastics,Floor Exercise,Male,22,183,58,5,0,190,8.5,No,Bronze,3
39748,UK,2013,Wrestling,Vault,Male,23,174,76,2,0,185,6.7,No,Gold,1
39749,India,2005,Swimming,Road Race,Male,30,172,84,5,0,14,7.6,No,Bronze,1
39750,India,2001,Gymnastics,Road Race,Male,30,168,84,7,3,161,9.3,No,Silver,3
39751,Germany,2002,Gymnastics,Single Sculls,Male,25,164,90,1,3,129,7.1,No,Silver,1
39752,UK,2006,Athletics,Relay,Male,22,183,90,13,1,152,8.6,Yes,Gold,2
39753,Russia,2013,Athletics,200m,Female,27,180,63,4,0,146,7.1,No,Silver,2
39754,Germany,2021,Cycling,Floor Exercise,Male,26,173,81,4,0,19,7.1,No,Gold,1
39755,USA,2011,Cycling,Rifle,Male,18,176,75,4,0,174,8,No,Gold,1
39756,China,2006,Swimming,Single Sculls,Female,28,171,61,1,1,73,9.2,No,Bronze,3
39757,France,2001,Athletics,Road Race,Male,26,184,76,14,0,44,6.5,No,Gold,1
39758,Russia,2006,Athletics,Freestyle,Male,19,176,85,11,1,3,6.8,No,Gold,1
39759,Japan,2016,Cycling,Rifle,Female,24,187,72,2,0,2,5.7,No,Silver,4
39760,China,2005,Boxing,Relay,Female,26,153,63,13,2,43,9,No,Bronze,2
39761,USA,2024,Cycling,Heavyweight,Male,33,177,95,7,1,92,7.7,No,Bronze,1
39762,India,2023,Athletics,Heavyweight,Female,28,183,77,15,3,62,6.5,Yes,Gold,1
39763,USA,2001,Athletics,Butterfly,Male,25,169,74,9,0,32,9.7,No,Bronze,2
39764,UK,2024,Gymnastics,Freestyle,Male,17,177,61,13,1,146,7.7,No,Gold,4
39765,France,2010,Athletics,Heavyweight,Female,31,168,66,15,0,95,5.6,No,Silver,3
39766,China,2009,Gymnastics,Vault,Male,22,172,82,6,0,190,7.5,No,Gold,1
39767,France,2013,Wrestling,Single Sculls,Male,23,188,83,14,0,54,5.9,No,Gold,1
39768,Australia,2008,Athletics,Road Race,Male,31,181,78,2,0,22,9.3,No,Silver,1
39769,USA,2007,Swimming,Heavyweight,Male,16,167,60,14,1,105,6.1,No,Bronze,1
39770,Russia,2021,Wrestling,Rifle,Male,22,187,65,1,0,148,8.5,No,Bronze,2
39771,China,2019,Swimming,Rifle,Male,25,157,50,5,0,65,8.3,No,Bronze,1
39772,Russia,2006,Boxing,Freestyle,Male,20,190,64,15,2,150,6.4,No,Bronze,2
39773,USA,2001,Athletics,Vault,Male,23,177,65,8,0,129,8.1,No,Bronze,4
39774,Japan,2023,Shooting,Vault,Male,29,175,63,1,0,143,8.2,No,Bronze,1
39775,Germany,2016,Swimming,200m,Male,30,156,64,14,1,94,5.2,Yes,Silver,1
39776,USA,2006,Gymnastics,Freestyle,Male,17,184,80,12,0,86,6.1,No,Gold,3
39777,China,2005,Athletics,Single Sculls,Female,18,182,63,13,4,75,8.6,No,Silver,3
39778,India,2003,Athletics,Freestyle,Male,24,170,85,10,0,63,8.1,No,Bronze,2
39779,UK,2013,Gymnastics,Heavyweight,Male,23,170,51,12,1,74,5.4,No,Bronze,2
39780,France,2022,Athletics,Relay,Male,23,184,72,14,1,154,6.8,No,Silver,4
39781,China,2000,Rowing,Floor Exercise,Male,26,169,83,2,2,92,9,No,Silver,1
39782,India,2000,Boxing,Freestyle,Female,30,163,46,8,0,69,7.8,No,Silver,1
39783,UK,2002,Athletics,Road Race,Male,23,178,70,4,2,133,5.8,No,Gold,1
39784,India,2007,Athletics,Vault,Female,25,181,50,2,0,67,8.2,No,Silver,1
39785,Russia,2022,Gymnastics,Relay,Male,26,152,78,9,3,87,5.4,No,Bronze,2
39786,China,2015,Athletics,Vault,Male,25,180,64,5,0,73,6.4,No,Bronze,1
39787,Canada,2000,Wrestling,Heavyweight,Male,30,184,78,4,0,163,5.3,No,Bronze,1
39788,UK,2022,Cycling,Heavyweight,Male,26,201,68,2,2,42,6,No,Silver,1
39789,USA,2014,Wrestling,Single Sculls,Male,17,183,79,11,0,26,6.3,No,Silver,2
39790,Russia,2022,Wrestling,Relay,Male,29,164,96,1,0,175,7.5,Yes,Bronze,2
39791,Germany,2014,Athletics,Rifle,Female,24,181,67,8,0,115,9.8,No,Bronze,1
39792,India,2014,Shooting,Relay,Male,27,167,53,2,2,47,5.3,No,Bronze,1
39793,USA,2013,Wrestling,Heavyweight,Male,24,176,55,7,0,189,5.9,No,Silver,1
39794,China,2020,Gymnastics,Butterfly,Male,30,179,70,3,0,121,6,No,Bronze,1
39795,Japan,2000,Swimming,100m,Female,21,170,85,14,0,15,8.4,No,Bronze,1
39796,China,2022,Shooting,100m,Male,33,165,77,10,2,49,5.3,No,Silver,3
39797,Germany,2009,Wrestling,Heavyweight,Male,27,153,96,10,0,57,6.8,No,Gold,1
39798,Australia,2000,Athletics,Freestyle,Male,21,184,76,3,0,68,6.1,No,Bronze,2
39799,France,2005,Swimming,Freestyle,Male,27,173,97,12,0,55,7.2,No,Silver,1
39800,Russia,2002,Swimming,200m,Female,27,176,99,8,0,82,8.3,No,Bronze,3
39801,Russia,2001,Boxing,Rifle,Male,19,165,78,11,2,22,8.9,No,Silver,1
39802,Germany,2016,Swimming,Single Sculls,Male,23,170,89,8,0,171,9.9,Yes,Silver,2
39803,Brazil,2007,Shooting,Heavyweight,Female,18,188,78,7,3,170,5.7,No,Gold,4
39804,China,2016,Athletics,Single Sculls,Male,26,178,81,2,0,168,8.9,No,Bronze,1
39805,China,2008,Swimming,Single Sculls,Male,26,176,70,9,1,63,9.4,No,Bronze,1
39806,USA,2004,Swimming,Freestyle,Female,23,150,83,7,0,77,7.8,No,Silver,1
39807,UK,2020,Athletics,Relay,Female,29,160,73,6,0,145,7.5,No,Gold,1
39808,USA,2002,Swimming,Relay,Female,27,185,76,6,2,95,7.9,Yes,Silver,4
39809,China,2002,Swimming,Vault,Male,23,181,63,7,2,124,8.1,No,Bronze,2
39810,UK,2004,Gymnastics,Rifle,Female,27,162,69,3,0,199,7.4,No,Silver,1
39811,Brazil,2000,Rowing,Single Sculls,Male,37,162,59,2,2,164,9.3,No,Silver,1
39812,Brazil,2014,Athletics,200m,Male,25,157,64,14,1,136,8,No,Gold,1
39813,Australia,2012,Wrestling,Relay,Male,28,182,61,3,1,196,6.1,Yes,Silver,2
39814,Japan,2024,Wrestling,Floor Exercise,Male,28,170,78,7,1,69,7.5,Yes,Bronze,2
39815,France,2010,Athletics,Freestyle,Female,26,188,79,5,2,188,7.2,No,Silver,1
39816,France,2023,Swimming,Heavyweight,Male,21,166,96,2,0,100,5.7,No,Silver,1
39817,Italy,2022,Shooting,200m,Male,20,176,93,13,0,163,7.7,No,Silver,1
39818,Russia,2010,Boxing,Floor Exercise,Male,25,170,69,14,1,139,9.8,No,Bronze,1
39819,China,2018,Boxing,Road Race,Male,26,185,70,7,1,173,6.7,No,Bronze,1
39820,USA,2018,Swimming,Vault,Male,25,159,69,3,1,5,7.1,No,Bronze,1
39821,Italy,2010,Athletics,Floor Exercise,Female,19,173,81,11,0,170,6.5,No,Silver,1
39822,USA,2000,Swimming,Rifle,Female,26,176,80,1,0,136,7.7,No,Silver,2
39823,India,2013,Athletics,Rifle,Female,18,156,93,11,4,26,7,Yes,Silver,1
39824,UK,2000,Swimming,Rifle,Male,21,194,66,1,4,99,7.6,Yes,Silver,2
39825,USA,2002,Rowing,Heavyweight,Female,25,173,74,11,2,25,6.2,No,Bronze,4
39826,Italy,2010,Wrestling,Freestyle,Male,24,178,62,14,0,87,5.5,Yes,Bronze,1
39827,China,2024,Athletics,Floor Exercise,Male,23,172,59,10,0,200,8.8,No,Bronze,3
39828,USA,2024,Swimming,Relay,Male,26,185,82,13,2,197,8.6,No,Silver,3
39829,Brazil,2018,Wrestling,Heavyweight,Female,23,182,77,5,0,75,6.9,No,Bronze,1
39830,India,2021,Rowing,Rifle,Female,20,170,83,15,2,42,5.9,No,Silver,1
39831,France,2017,Boxing,Freestyle,Male,20,171,76,10,0,125,6.4,No,Gold,2
39832,Japan,2011,Swimming,Road Race,Female,25,167,69,1,1,154,6.7,No,Silver,1
39833,Russia,2021,Gymnastics,Road Race,Male,17,173,45,15,3,48,8.9,No,Gold,1
39834,China,2001,Rowing,Rifle,Female,24,163,80,15,1,1,9.3,No,Bronze,1
39835,UK,2013,Cycling,Floor Exercise,Female,20,169,72,6,2,152,9,No,Bronze,1
39836,China,2012,Athletics,Heavyweight,Female,20,176,94,8,1,191,8.8,No,Silver,1
39837,Brazil,2011,Cycling,Rifle,Male,25,166,86,13,0,173,9.3,No,Gold,2
39838,USA,2010,Cycling,200m,Female,21,177,93,4,0,155,6.7,No,Silver,2
39839,China,2001,Wrestling,Freestyle,Male,19,194,87,15,1,100,7.9,No,Bronze,1
39840,Italy,2021,Cycling,Freestyle,Male,24,179,66,10,1,187,7,No,Gold,1
39841,UK,2004,Swimming,Butterfly,Male,26,165,78,14,1,166,5.6,No,Silver,1
39842,Germany,2001,Rowing,Freestyle,Male,23,172,75,14,0,2,9.7,No,Gold,1
39843,Russia,2024,Boxing,Relay,Male,28,172,81,11,0,3,8.4,No,Silver,3
39844,USA,2001,Shooting,Heavyweight,Male,32,158,46,11,0,91,5,No,Bronze,2
39845,USA,2000,Athletics,Vault,Female,16,188,71,11,1,109,5.4,No,Bronze,2
39846,Italy,2023,Swimming,100m,Female,22,172,68,7,1,191,6.9,No,Bronze,1
39847,China,2000,Shooting,Heavyweight,Male,30,183,56,5,0,131,5.1,No,Bronze,1
39848,Japan,2008,Athletics,Vault,Male,21,162,79,12,4,101,6.1,No,Silver,1
39849,Russia,2003,Swimming,Heavyweight,Male,21,197,70,11,1,191,9.9,No,Bronze,1
39850,China,2008,Athletics,Butterfly,Female,19,184,88,6,0,38,7.7,No,Gold,1
39851,Australia,2005,Athletics,Freestyle,Female,19,162,63,15,2,105,5.2,No,Silver,1
39852,Japan,2024,Gymnastics,Rifle,Male,26,180,60,15,0,191,5.3,No,Silver,1
39853,France,2016,Swimming,Relay,Male,26,162,46,14,0,158,7.9,Yes,Bronze,3
39854,China,2023,Rowing,Road Race,Male,35,167,71,4,1,74,7.9,No,Bronze,1
39855,China,2015,Swimming,Single Sculls,Female,23,158,68,4,3,129,5.7,No,Silver,1
39856,France,2011,Wrestling,Road Race,Male,24,170,86,6,2,102,8.8,No,Bronze,1
39857,India,2023,Athletics,100m,Female,18,177,59,12,1,156,9.6,No,Bronze,3
39858,Japan,2004,Athletics,200m,Male,17,175,69,11,0,96,5.4,No,Bronze,2
39859,Canada,2023,Gymnastics,100m,Male,28,166,47,1,3,39,8.2,No,Silver,1
39860,Russia,2021,Cycling,Butterfly,Male,25,189,65,5,0,84,7.8,No,Gold,1
39861,Japan,2019,Wrestling,Vault,Male,25,150,73,11,0,50,9.5,No,Bronze,2
39862,China,2019,Athletics,200m,Male,25,168,77,1,0,166,8.9,No,Bronze,1
39863,Canada,2001,Boxing,Butterfly,Male,19,173,61,3,1,46,7.6,No,Silver,2
39864,China,2024,Athletics,Rifle,Female,24,179,80,4,2,179,8.7,No,Silver,1
